Unnamed: 0,likes,status,time,category
182,49,Modi speech in UAE - Unga oorala than ithukku peru kuppa lorry Enga ooru la ithukku peru Bussu.,2015-08-17T16:35:02+0000,politics
212,49,"Its a great day in the history for USA indeed its a great day for the whole mankind, it gives us a lot of hope.

Yes, Vaalu 2nd trailer got released",2015-06-27T15:29:53+0000,news
129,49,Thinking less solves most of the problems.,2015-11-27T15:12:50+0000,philosophy
76,48,"*Weekday runs 

*Weekend flies 

*Wallet cries",2016-02-20T17:40:47+0000,life
54,48,"Not many things in life can give satisfaction as much as a Sunday afternoon sleep.

#KaiPullaInuuEnMuzhichirukka #Thoongrrrrr",2016-03-27T09:29:46+0000,philosophy
270,48,"Watching tv in mute.

Warming up to watch Ok kanmani.",2015-04-17T18:48:12+0000,movie
190,48,"If Love was our only need in life , we would never leave our homes.",2015-08-09T16:11:41+0000,philosophy
463,48,Its tough to handle too much money at the same time thats the reason why IPL and elections are not held in our country at the same time.,2014-04-16T15:10:33+0000,news
534,48,There is a life after office working hours .,2013-09-30T12:55:25+0000,work
568,48,Things I learnt from Singam 2 - 1. A stirct police officer should have the loudest voice in that locality where he works 2.Tuticorin is so near to Chennai you can go n come back whenever u want (real estate business will boom there soon) 3.a girl as big as hansika can still be a school girl 4.human body by nature has the ability to bounce when hitting a hard surface 5. You can fight without you dress getting crushed or tucked out 6. Inspite of all this u ll still have fun:D,2013-07-07T13:40:15+0000,movie
67,47,"That moment when you wash and Wear your old jeans,  feels like a rebirth.",2016-03-02T16:53:25+0000,philosophy
35,47,Election is all about electing a leader  from the party which asked you to fuck off three terms ago.,2016-04-26T15:58:09+0000,politics
203,47,"My Career , Still a better path than IPL.",2015-07-14T09:52:26+0000,work
52,47,"Vidra Vidra IPL la,  paathukkalam.",2016-03-31T17:05:56+0000,sports
86,47,Instead of teaching us about the staple food of each and every country in school it would have been useful if they had taught us to cook at least one of them.,2016-02-02T16:33:18+0000,education
48,47,Padma Vibhushan just got Rajini'ed.,2016-04-12T07:02:51+0000,news
61,47,"Since this morning saw two shows in tv,  one was a documentary on time travel using a space ship with aliens,  second was an election campaign speech by a political party.

The first one made little sense.",2016-03-06T06:57:04+0000,tv
307,46,"Utttama villan album has 7 different songs.

Yes , Harris Jeyaraj fans you heard it right , 7 Different Songs.",2015-03-02T15:37:37+0000,movie
106,46,You can never excel in something which you are not interested in.,2015-12-25T15:11:21+0000,philosophy
236,46,"OPS has resigned as the CM of Tamilnadu. 

He is in the  news for the second time now. First time was when he got appointed.",2015-05-23T02:47:25+0000,politics
1,46,"There is only one way to remain successful throughout your life. 

Keep writing Tamilnadu 10th state board exams.",2016-05-25T05:10:09+0000,education
520,46,"I don't like cricket much , but no other footballer or any other sportsmen have inspired me as much as you did . #ThankyouSachin.",2013-11-15T05:21:40+0000,sports
591,46,"life is not about scoring marks , its about taking decisions . Engineering Taught us only this.",2013-05-09T04:45:42+0000,education
656,46,When we are unruly  in college they often  say easily we ll give tc we ll give tc .. But when we go for gettin tc after college they say million procedures. Wat  a world.,2012-07-24T12:21:26+0000,education
553,46,"The greatest show on  planet earth is going to be telecasted in a channel then is meant  for cricket, you can imagine how big it is then . If cricket is a fever then football is a disease.",2013-08-17T05:13:06+0000,sports
618,46,"in TN , they do acting in politics n politics wit actors.",2013-01-30T17:49:25+0000,politics
415,46,"Schumacher is out of coma , football world cup can awaken even bodies from graveyard .",2014-06-16T09:54:02+0000,sports
290,45,"In order to avoid the embarrassment of approving leave for cricket world cup tomorrow, our UK clients were on leave today.",2015-03-25T17:14:43+0000,sports
299,45,"In life , only after going through several phases of stupidity we reach clarity.

#ClearlyStupid",2015-03-11T16:17:52+0000,philosophy
149,45,The word swag was derived from the name Sehwag.,2015-10-20T14:38:17+0000,sports
205,44,Problems illathavan ponathukku samam.,2015-07-09T16:13:33+0000,philosophy
292,44,"Plan things well, just to realize someday that nothing goes according to it.",2015-03-22T16:56:37+0000,philosophy
502,44,"Happy valentine's day wishes to everyone who love their parents,friends,girl friends,boy friends, neighbours,strangers etc.

P.S - people who love their job can ignore this.",2014-02-14T06:56:01+0000,work
156,43,"Happiness isn't a state of life , but a state of mind.",2015-10-12T16:15:18+0000,philosophy
20,43,"Simbu's ithu namma aalu release date postponed. 

More or less our life is pretty much like Simbu's,  yaaru aatchikku vanthalum namma polappu maraporathilla.",2016-05-13T17:44:02+0000,movie
628,42,probably the only thing thats gonna end tomorrow is my Message Booster.,2012-12-20T04:04:30+0000,life
393,42,"Football , because it never lets  you down . Thank you.",2014-07-13T22:25:37+0000,sports
523,42,"Many things in life doesn't live up to our expectation , few things does , rarely one or two things lives more than our expectation, Infosys Mysore was one among that , it will be missed , Thanks for everything and everyone there for making my stay there so memorable  .",2013-11-01T03:06:41+0000,life
551,42,Having bread with sambar  is still better than watching English Premier league with Hindi commentary.,2013-08-24T14:19:29+0000,sports
326,42,"Mancity 0 - 2 Arsenal

Wenger way of conveying no more signings  this January.",2015-01-18T17:52:40+0000,sports
226,42,"3 phases of a  working day 
1.Optimist 
2.Pessimist 
3.Sadist",2015-06-10T14:56:12+0000,work
238,42,"Just saw 10th board exams results of Tamilnadu.

Have got a new hope in life now.",2015-05-21T06:11:51+0000,education
329,41,"Who needs trophies and medals when you can win hearts.

#StevieG",2015-01-03T09:06:21+0000,sports
250,41,"For Salman Khan, Charity begins at Court.",2015-05-08T08:47:57+0000,news
121,41,"One of the best forms of Nature, Human nature.",2015-12-04T16:29:35+0000,philosophy
261,41,"Life begins at the end of your comfort zone.

#OneOfBestQuotesEver",2015-04-29T17:45:51+0000,philosophy
351,41,"If a goal makes Rajinikanth n Amithab Stand on their feet and applaud you can imagine what kind of a goal it would be.

#ChennayinFC #BicyleKick",2014-10-21T14:56:59+0000,sports
596,41,The Biggest curse what  the 1990s born have is that whatever fields of Study we choose will lose value by the time we pass out !,2013-04-27T07:36:23+0000,education
338,41,"Rather than Sachin vs Ganguly,  the two states which love football more than cricket are in the finals.

Well played. Well deserved.

#FootballWins",2014-12-17T17:55:30+0000,sports
109,41,"Sometimes  human mind is very cruel,  other times its just cruel.",2015-12-21T16:09:15+0000,philosophy
629,41,"Tata Communications Football South Zone Winners , Gonna Go to Pune For National Finals \m/",2012-12-19T14:45:27+0000,life
374,41,Life is the best teacher.,2014-09-05T03:33:02+0000,philosophy
296,41,"Friday the 13th?

Lol, Monday the 16th scares me more.",2015-03-13T02:23:34+0000,work
367,40,wondering Whether going to Mars will qualify as an on sight opportunity for ISRO employees.,2014-09-24T03:18:05+0000,news
609,40,"UK shift , US shift la velapakkaravangalukku ella naalum sivarathiri than :-/",2013-03-10T15:30:58+0000,work
428,40,"Football, because she will never break up with you.

#8daystogo.",2014-06-04T04:13:17+0000,sports
615,40,"Those days we all will share money tens, twenties we have in order to afford a ball to play football , these days each one of us can afford for a ball individually but couldn't play. Remembering Good Old days with Galacticos FC !",2013-02-10T16:47:12+0000,sports
613,40,"My Mobile supports 3G , my pocket doesn't.",2013-02-20T04:40:03+0000,life
512,40,"you need not have brain , skill , talent , hard work anthing at all  to come up in life if you have luck on your side , thats how the corporate world works.",2013-12-11T15:54:49+0000,work
549,40,"Myself n bill gates ,we own a nokia each.",2013-09-03T18:17:45+0000,life
476,40,"Padayappa movie in Sun tv , Sunday afternoon kooda thoonga vidamattainguranuga !",2014-03-23T08:34:39+0000,movie
196,40,"An actor acting as a Rickshaw puller gets several  awards for hard work and dedication, a Rickshaw puller doing that all his life gets nothing.

#1008AwardPunction",2015-07-26T11:05:06+0000,movie
269,40,"Few days back registered in job sites like Monster and Naukari with my skills, experience and current salary, that was the last day I  got promo mails from Flipkart and Snapdeal.",2015-04-18T13:32:25+0000,life
216,40,"Happy birthday Lionel Messi, it's a privilege to live in the same era as you.",2015-06-24T02:22:57+0000,sports
202,39,"Lingusamy gives statement(s) in interviews and public meetings as if he is funded by Meme creators.

#Bahubali #PaayumPuli",2015-07-16T14:46:12+0000,movie
592,39,"T20 , IPL all those things, May have changed the character of the game attitude of the players , the only one who remain unchanged is Rahul Dravid. You need not be a fan of cricket to like this guy.",2013-05-07T13:52:20+0000,sports
79,39,"After seeing that  Messi, Suarez penalty I am feeling that my entire life was a lie.",2016-02-15T05:16:53+0000,sports
484,39,"If football clubs were IT companies 
Arsenal - recruits only freshers 
Chelsea - recruits good talented professionals,  keeps them in bench without giving them a project
Manchester  united - if some experienced guy threatens to leave the company they will pay whatever to keep him
Barcelona- recruits school kids give them skill training for a long time and puts them in project , Nascoms favorite company doesn't pay tax.
Realmadrid - recruits everyone , employees remains the sane buy CEO s keep changing often 
Liverpool - has got lot of skilled workers but all their projects are based locally 
Bayern - Dortmunds parent concern they recruit many talents from there 
Stroke city - actually a hardcore core company calls themselves an IT company.",2014-03-15T10:49:20+0000,work
313,39,"If Oscars were given for common people many would get it , especially during appraisals.",2015-02-23T04:29:20+0000,work
508,39,"Football world cup is held this year , so obviously it will be a great year. Wish you all a happening New year.",2014-01-01T05:25:56+0000,work
620,39,"irony of TamilNadu they allow the release of movies like Alex pandian , suraa but not vishwaroopam:-/",2013-01-27T15:32:23+0000,movie
511,39,"There were landlines then there are smart phones now, there were cassettes then there are iPods now , there were VCR s then there are bluerays now almost everythin in the world has chaged   since my birth except one thing which is you yours style and craze among ppl for you.Happy birthday Thalaiva.",2013-12-12T15:36:40+0000,movie
316,39,"Wednesday gone , the war is half won.",2015-02-18T14:16:24+0000,work
289,39,"Don't know whether cricket is the winner but the memes surely are.

#AbsolutelyHilarious.",2015-03-26T12:02:31+0000,sports
288,39,"Saw newshour on timesnow 
yesterday. Everything else in my life makes some sense now.",2015-03-27T14:39:25+0000,news
501,38,To be a successful doctor you need two things 1.Patience 2.Patients,2014-02-15T06:58:32+0000,philosophy
255,38,"Uttama Villian is running in theatres

It's just about the right time to watch and understand Hey Ram.",2015-05-04T14:02:19+0000,movie
432,38,Looks like Sehwag too got his salary today .#Blast,2014-05-30T16:07:54+0000,sports
173,38,"After Manu, Chelsea signs a deal with wipro.

Meanwhile, Liverpool are trying to strike a deal with Annai Matha Infotech solutions.",2015-09-03T14:12:44+0000,sports
293,38,"Difference between a bad day and a worst day at work is that , the worst day happens only once in a week.",2015-03-18T16:47:22+0000,work
233,38,"They changed the title from Mass to Maasu cos kollywood movie title should have Tamil names , and Tollywood will accept any movie title ending with lu or U.",2015-05-29T06:55:00+0000,movie
235,38,"If salary is paid in cups of coffee , I'll work forever.",2015-05-26T16:11:47+0000,work
435,38,"High end graphics is not new to Tamil cinema , it began ever since Vijayakanth started jumping and dancing in movies .",2014-05-23T04:08:38+0000,movie
533,38,"One thing to  learn from Mahathma Ghandhi ,  even when the rupee hit a record low against dollar he was still smiling .have smile even in your hardest times.",2013-10-02T03:44:14+0000,philosophy
439,38,Members of FA cup winning Arsenal team will go for a victory parade through the streets of London tomorrow and as usual Jose will be the bus driver .,2014-05-17T19:57:38+0000,sports
239,38,"#ModiInsutsIndia is trending is Twitter.

It's highly a senseless thing to keep disturbing a guy who is on his vacation.",2015-05-19T11:09:15+0000,politics
386,37,"Hey there , Whatsapp is using me.

#TechnologyOvertook.",2014-08-12T18:06:17+0000,life
142,37,"Naangal aatchikku vanthal , deepavali thirunal samayathil mazhai varamal paarthukolvom .

- Stalin",2015-11-09T17:58:21+0000,politics
625,37,"sportsmen come , sportsmen leave , many will score centuries ,many will make their team win, many will win world cups,many will create records of their own  but no one will ever inspire a nation as much as you Did. #Respect",2012-12-23T07:37:15+0000,sports
223,37,Try Game of Loans its far more cruel.,2015-06-16T14:40:09+0000,tv
424,37,"Football , because friends you make through it are friends for life.

#5daystogo.",2014-06-07T04:35:38+0000,sports
40,37,The first sip of coffee you take in the morning decides how good or bad your day would be.,2016-04-21T03:40:55+0000,philosophy
608,37,"It takes 5 days for a painter to whitewash a house , how long will it take 11 painters to whitewash a whole country? Screw you aptitude,  answer is just 20 days.",2013-03-24T10:33:12+0000,sports
411,37,"Italy - we will surely come out as the winners from group of death
Uruguay- we will at least finish as runners
England - we won't be last at least
Costa Rica- ennama anga satham?",2014-06-20T17:53:26+0000,sports
348,37,life is worth all the fight.,2014-11-20T17:49:20+0000,philosophy
575,37,"The guy who taught us what is 'nakkal' is no more , RIP Manivannan.",2013-06-15T10:22:19+0000,movie
227,36,"Was meddling with my internet connection  trying to get a single tick mark in whatsapp txt message which I sent, in the meantime Youtube has introduced video streaming in 8K.

#Techie",2015-06-09T14:39:05+0000,life
311,36,"Cheer up , the worst is yet to come.
                                        -Anonymous

#CareerMotivation",2015-02-27T04:24:26+0000,philosophy
587,36,"Once a bookie tried to book sreesanth , saying he 
Should bowl an over and conceed 6 or less than 6 runs . He turned down the offer .#RESPECT",2013-05-17T07:44:35+0000,sports
539,36,"I thought of buying an iPhone5s ,my mom told that with that money we could buy onions for 3 months use , so i dropped that plan.",2013-09-21T02:32:43+0000,life
530,36,"It feels good when you raise , it feels great when you fall and then raise.",2013-10-09T16:01:17+0000,philosophy
400,36,I wonder whether Brazil will come back to play after the half time break.,2014-07-08T20:32:06+0000,sports
455,36,Money matters in many matters.,2014-04-28T12:51:51+0000,philosophy
78,36,"Lying on the bed,  staring at the ceiling and wondering how will that Celta Vigo golie ever get sleep.",2016-02-15T16:19:10+0000,sports
601,36,"converting What SIR Jadeja did in football terms, its like scoring the winning goal after being sent off .",2013-04-13T18:25:58+0000,sports
500,36,There are only two stages in  life. 1. Laugh n learn 2. Earn and burn.,2014-02-19T11:57:20+0000,philosophy
521,35,To Chennai for job v2.0,2013-11-05T16:00:20+0000,life
297,35,"Indiaya la cricket thavara Ella sportsum Mauka Mauka than.

#Sad",2015-03-12T17:36:06+0000,sports
472,35,Criticising yuvi for one poor performance ? Common there are few gooners who still support Giroud.,2014-04-06T16:43:40+0000,sports
518,35,In IT there are only two types of pressure 1.Work Pressure 2.Work-less Pressure .,2013-11-26T16:26:36+0000,work
112,35,VIP and thangamagan sumps up our expectation vs reality for 2015.,2015-12-18T16:57:18+0000,sports
97,35,Being mad about something will someday  make you the master of the same thing .,2016-01-11T17:26:03+0000,philosophy
401,35,"No matter what happens in the shootouts, Costa Rica you are the team of this world cup.",2014-07-05T22:36:02+0000,sports
127,35,"A few fairy tales aren't fictional.

Jamie Vardy,  what a story!",2015-11-28T17:57:08+0000,sports
541,35,You are well past your student life  when  you  get texts  only from banks. ???ê,2013-09-18T12:13:22+0000,life
566,35,Moving from the city that gave me so much to take away in such a short time . Chennai will be missed.,2013-07-12T16:25:49+0000,life
246,35,"Narendra Modi is on a visit to China.

Vazharan ya intha aalu.",2015-05-14T04:34:05+0000,news
247,34,Meanwhile police catch 4 guys for stealing balapam. Court sentences them to unconditional period of imprisonment.,2015-05-11T06:19:31+0000,news
74,34,"Stalin :  Appa meme pirikkithu like share lam pinnuthu. 

Karuna : Like share vechu enna panrathu?  Vottu venume magane.",2016-02-23T04:17:25+0000,politics
492,34,Today is mahaShivaratiri Uefa should consider keeping a matchday on this day so that we could wash away our sins by watching football.,2014-02-27T13:52:04+0000,sports
285,34,"A movie with Vijayakanth's son as hero is set for release.

If someone had told this an year back we would have called it an April fool prank.

And that's how fate fools us.",2015-04-01T15:44:01+0000,movie
398,34,"Looks like Rahul Gandhi slept off in the parliament , poor fellow what will he do ? the world cup matches are scheduled at 1.30 AM IST.",2014-07-09T13:30:03+0000,news
181,34,"Saw many posts and memes voicing against the imposition of  alien languages in Tamilnadu , the funny part is that most of the posts were in English.",2015-08-18T16:09:32+0000,society
612,34,"before teaching a  child ABCD , teach him ctrl C ctrl V ,I bet that will be more useful in life.",2013-02-20T17:55:47+0000,work
588,34,The biggest brand in football wasn't Nike or adidas it was Beckham . David Beckham .,2013-05-16T17:18:14+0000,sports
207,33,"Messi wins ballon d'or.

Messi gives it to Higuain.

Asks him to quit playing for Argentina.",2015-07-05T15:56:15+0000,sports
281,33,"Even to make ppl identify a  person who played football for India a reference from a sick film has to be given. 

Komban padam villain ama.

#SadStateOfOtherSportsMen

#RainaKiShaadi #DhonisDaughter",2015-04-07T02:49:58+0000,sports
506,33,"In school I din wish to take biology so took computers, I din wish to become a doctor so became an engineer , I din wish to work so became a software Engineer.",2014-02-07T09:33:35+0000,education
